COL_DTM,STD_LINK_ID,SPEED,COL_TYPE
20231018080000,2060005001,29,MOCT
20231018080000,2060005002,18,MOCT
20231018080000,2060005300,34,MOCT
20231018080000,2060005400,14,MOCT
20231018080000,2060005701,18,MOCT
20231018080000,2060005702,18,MOCT
20231018080000,2060005703,15,MOCT
20231018080000,2060005801,23,MOCT
20231018080000,2060005802,17,MOCT
20231018080000,2060005803,21,MOCT
20231018080000,2060005901,50,MOCT
20231018080000,2060006001,55,MOCT
20231018080000,2060006301,39,MOCT
20231018080000,2060006302,27,MOCT
20231018080000,2060006304,26,MOCT
20231018080000,2060006306,39,MOCT
20231018080000,2060006307,40,MOCT
20231018080000,2060006308,26,MOCT
20231018080000,2060006309,40,MOCT
20231018080000,2060006310,39,MOCT
20231018080000,2060006401,27,MOCT
20231018080000,2060006402,28,MOCT
20231018080000,2060006404,29,MOCT
20231018080000,2060006406,37,MOCT
20231018080000,2060006407,44,MOCT
20231018080000,2060006408,40,MOCT
20231018080000,2060006409,29,MOCT
20231018080000,2060006410,10,MOCT
20231018080000,2060007102,64,MOCT
20231018080000,2060007201,74,MOCT
20231018080000,2060007202,63,MOCT
20231018080000,2060007300,52,MOCT
20231018080000,2060007400,87,MOCT
20231018080000,2060009700,59,MOCT
20231018080000,2060010200,95,MOCT
20231018080000,2060010300,71,MOCT
20231018080000,2060010600,58,MOCT
20231018080000,2060010700,38,MOCT
20231018080000,2060010800,95,MOCT
20231018080000,2060010900,84,MOCT
20231018080000,2060011200,64,MOCT
20231018080000,2060011300,56,MOCT
20231018080000,2060011700,25,MOCT
20231018080000,2060011800,11,MOCT
